taxon_name,threatened,native,rl_cat,seedmass,dispersal_mode,dispersal_distance,germination_freq_mean,termvel_mean,most_frequent_seed_str,most_frequent_diaspore_type,most_frequent_seedbank_type,mean_seedbank_index
Eriophorum angustifolium,no,native,V,0.556,Anemochory,5,91,0.42,Elongated appendages,generative dispersule,transient,0.04
Eriophorum gracile,yes,native,1,0.433546666666666,Anemochory,5,71,NA,Elongated appendages,generative dispersule,transient,0
Eriophorum latifolium,yes,native,3,0.757144444416666,Anemochory,5,NA,0.38529411764705884,Elongated appendages,generative dispersule,transient,0
Eriophorum scheuchzeri,yes,native,3,0.4276,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Eriophorum vaginatum,no,native,V,0.938755555555555,Anemochory,5,NA,0.58,Elongated appendages,generative dispersule,transient,0.14285714285714285
Erodium lebelii,no,native,*,0.7020231,Epizoochory,6,NA,2.48,NA,NA,transient,0
Erucastrum gallicum,no,native,V,0.182,Epizoochory,6,NA,NA,No appendages,generative dispersule,long-term persistent,0.75
Erucastrum nasturtiifolium,no,native,*,0.302933333333333,Epizoochory,6,NA,NA,No appendages,generative dispersule,NA,NA
Eryngium campestre,no,native,V,1.56722380952381,Anemochory,4,80,NA,Elongated appendages,generative dispersule,transient,0
Eryngium maritimum,yes,native,2,22.0076,Anemochory,4,69.5,3.170909090909091,NA,NA,NA,NA
Eryngium planum,yes,native,1,1.1,Anemochory,4,NA,NA,No appendages,germinule,transient,0
Erysimum cheiranthoides,no,native,*,0.479082051282051,Local non-specific dispersal,2,71.25,2.621818181818182,Flat appendages,generative dispersule,transient,0.4583333333333333
Erysimum × cheiri,no,native,*,1.47067083337499,Local non-specific dispersal,2,NA,2.369090909090909,No appendages,generative dispersule,NA,NA
Erysimum crepidifolium,no,native,*,0.392,Local non-specific dispersal,2,NA,2.72,No appendages,generative dispersule,NA,NA
Erysimum marschallianum,yes,native,G,0.2242,Local non-specific dispersal,2,NA,NA,NA,NA,transient,0
Erysimum odoratum,yes,native,3,0.320444444444444,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Erysimum repandum,yes,native,2,0.26,Local non-specific dispersal,1,NA,NA,Flat appendages,generative dispersule,NA,NA
Euonymus europaeus,no,native,*,66.3308202833333,Endozoochory,6,NA,NA,No appendages,generative dispersule,transient,0
Euonymus latifolius,no,native,*,28.115,Endozoochory,6,NA,NA,NA,NA,NA,NA
Eupatorium cannabinum,no,native,*,0.307519,Myrmecochory,3,100,0.6008695652173913,No appendages,generative dispersule,transient,0.2777777777777778
Euphorbia amygdaloides,no,native,*,4.17369766666666,Myrmecochory,3,79,NA,No appendages,generative dispersule,transient,0.3333333333333333
Euphorbia angulata,yes,native,2,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia cyparissias,no,native,*,2.00921666666666,Myrmecochory,3,NA,3.95,No appendages,generative dispersule,transient,0.12962962962962962
Euphorbia dulcis,no,native,*,1.8105,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Euphorbia epithymoides,yes,native,0,2.61053315,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia esula,no,native,*,3.61732222222222,Myrmecochory,3,NA,NA,No appendages,generative dispersule,transient,0.09615384615384616
Euphorbia virgata,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia saratoi,no,established non-native,nb,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia exigua,no,native,*,0.387833333333333,Myrmecochory,3,NA,NA,No appendages,generative dispersule,long-term persistent,0.7307692307692307
Euphorbia falcata,yes,native,1,2.006,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Euphorbia helioscopia,no,native,*,2.26,Myrmecochory,3,88,NA,No appendages,generative dispersule,long-term persistent,0.546875
Euphorbia humifusa,no,established non-native,nb,0.269,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia illirica,yes,native,1,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia lathyris,no,established non-native,nb,48.886,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Euphorbia lucida,yes,native,2,4.434444444,Myrmecochory,3,NA,NA,Nutrient containing structures,generative dispersule,NA,NA
Euphorbia maculata,no,established non-native,nb,0.199,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia nutans,no,established non-native,nb,0.294,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia palustris,yes,native,3,9.4479645,Myrmecochory,3,NA,NA,No appendages,generative dispersule,transient,0
Euphorbia peplus,no,native,*,0.5545,Myrmecochory,3,86,NA,No appendages,generative dispersule,short-term persistent,0.4117647058823529
Euphorbia platyphyllos,yes,native,3,2.2108,Myrmecochory,3,78,NA,Nutrient containing structures,generative dispersule,NA,NA
Euphorbia prostrata,no,established non-native,nb,0.1476,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia salicifolia,no,established non-native,nb,23,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia seguieriana,yes,native,3,1.3876,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia stricta,no,native,*,1.44866666666666,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphorbia verrucosa,no,native,V,2.635,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Euphrasia hirtella,no,native,R,0.166,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Euphrasia frigida,yes,native,2,0.27331340425,Local non-specific dispersal,1,90,NA,No appendages,generative dispersule,NA,NA
Euphrasia minima,no,native,*,0.180693333333333,Local non-specific dispersal,1,NA,2.9589,NA,NA,NA,NA
Euphrasia micrantha,yes,native,2,NA,Local non-specific dispersal,1,NA,NA,NA,NA,short-term persistent,0.5
Euphrasia nemorosa,yes,native,3,0.16484,Local non-specific dispersal,1,85,NA,NA,NA,short-term persistent,0.5
Euphrasia officinalis,yes,native,3,NA,NA,NA,100,NA,NA,NA,NA,NA
Euphrasia picta,no,native,*,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Euphrasia salisburgensis,no,native,*,0.166,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Euphrasia stricta,no,native,*,0.147122333333333,Local non-specific dispersal,1,NA,1.6772727272727272,Flat appendages,generative dispersule,transient,0.21428571428571427
Eurybia macrophylla,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fagopyrum tataricum,yes,native,0,18.528,Local non-specific dispersal,2,NA,NA,Flat appendages,generative dispersule,NA,NA
Fagus sylvatica,no,native,*,213.2858,Dyszoochory,6,80,NA,Elongated appendages,generative dispersule,transient,0
Falcaria vulgaris,no,native,*,0.915,Anemochory,4,NA,3.308181818181818,No appendages,generative dispersule,transient,0
Reynoutria × bohemica,no,established non-native,nb,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Fallopia convolvulus,no,native,*,4.9615,Myrmecochory,3,NA,3.6915384615384617,NA,NA,short-term persistent,0.4292929292929293
Fallopia dumetorum,no,native,*,3.73589999999999,Myrmecochory,3,NA,NA,NA,NA,transient,0
Reynoutria japonica,no,established non-native,nb,2.392,Local non-specific dispersal,2,NA,NA,NA,NA,transient,0
Reynoutria sachalinensis,no,established non-native,nb,0.5635,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Festuca alpina,no,native,*,NA,Local non-specific dispersal,1,NA,NA,Balloon structures,generative dispersule,NA,NA
Festuca altissima,no,native,*,0.720389375,Local non-specific dispersal,2,90,NA,NA,NA,NA,NA
Festuca amethystina,no,native,*,NA,Local non-specific dispersal,2,NA,NA,Balloon structures,generative dispersule,NA,NA
Lolium arundinaceum,no,native,*,2.93054166666666,Local non-specific dispersal,2,80.44444444444444,3.0125,Elongated appendages,generative dispersule,transient,0.021739130434782608
Lolium giganteum,no,native,*,2.8575,Local non-specific dispersal,2,100,3.5316666666666667,Elongated appendages,generative dispersule,transient,0.038461538461538464
Festuca heterophylla,no,native,V,1.19326666666666,Local non-specific dispersal,2,100,1.36,Elongated appendages,generative dispersule,transient,0
Festuca albensis,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca trachyphylla,no,native,*,0.269,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Festuca csikhegyensis,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca duvalii,yes,native,3,0.7636,Local non-specific dispersal,1,NA,NA,Balloon structures,generative dispersule,transient,0
Festuca filiformis,no,native,*,0.322333333333333,Local non-specific dispersal,2,98,1.9281818181818182,Balloon structures,generative dispersule,transient,0
Festuca guestfalica,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca laevigata,no,native,R,1.3728,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Festuca longifolia,no,native,R,0.4906,Local non-specific dispersal,2,81.75,NA,NA,NA,NA,NA
Festuca ovina,no,native,V,0.599923626384615,Local non-specific dispersal,2,90.72727272727273,2.995833333333333,No appendages,generative dispersule,transient,0.054878048780487805
Festuca pallens,no,native,V,1.04033333333333,Local non-specific dispersal,1,NA,1.5101,Balloon structures,generative dispersule,NA,NA
Festuca patzkei,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca beckeri,yes,native,3,0.6428,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Festuca psammophila,yes,native,3,NA,Local non-specific dispersal,2,NA,NA,Balloon structures,generative dispersule,transient,0
Festuca pulchra,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca heteropachys,no,native,*,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Festuca rupicola,no,native,V,0.46,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Festuca airoides,no,native,R,0.6226,Local non-specific dispersal,1,NA,NA,Balloon structures,generative dispersule,NA,NA
Festuca valesiaca,yes,native,3,NA,NA,NA,100,NA,NA,NA,NA,NA
Lolium apenninum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lolium pratense,no,native,*,2.023875,Local non-specific dispersal,2,NA,2.888695652173913,Elongated appendages,generative dispersule,transient,0.031914893617021274
Festuca pulchella,no,native,*,0.5,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Festuca quadriflora,no,native,*,0.7654,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Festuca nigrescens,no,native,*,1.20233333333333,Local non-specific dispersal,2,100,1.9498,NA,NA,NA,NA
Festuca rubra,no,native,*,1.05627857142857,Local non-specific dispersal,2,100,2.756666666666667,Elongated appendages,generative dispersule,transient,0.07679180887372014
Festuca trichophylla,no,native,R,1.03172222216666,Local non-specific dispersal,2,NA,1.9713,Balloon structures,generative dispersule,NA,NA
Festuca rupicaprina,no,native,*,0.5,Local non-specific dispersal,1,NA,1.0843,NA,NA,NA,NA
Festuca violacea subsp. violacea,no,native,*,1.47,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Festuca norica,no,native,R,NA,Local non-specific dispersal,2,NA,NA,Balloon structures,generative dispersule,NA,NA
Ranunculus ficaria,no,native,*,2.39573316666666,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Filago arvensis,no,native,*,0.213866666666666,Anemochory,5,NA,NA,NA,NA,NA,NA
Logfia gallica,yes,native,0,0.0826325,Anemochory,5,100,NA,NA,NA,NA,NA
Filago germanica,yes,native,3,0.0406083333333333,Anemochory,5,95,NA,NA,NA,NA,NA
Filago lutescens,yes,native,2,0.037475,Anemochory,5,98.75,1.0897,NA,NA,transient,0
Filago pyramidata,yes,native,1,0.0502544444444444,Anemochory,5,93.66666666666667,NA,NA,NA,short-term persistent,0.5
Logfia minima,no,native,*,0.025341,Anemochory,5,100,NA,NA,NA,NA,NA
Filago neglecta,yes,native,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filipendula ulmaria,no,native,*,0.684372904761904,Anemochory,5,97,2.2783333333333333,No appendages,generative dispersule,transient,0.04330708661417323
Filipendula vulgaris,yes,native,3,0.815938575757575,Anemochory,5,96,2.0858333333333334,Elongated appendages,generative dispersule,transient,0
Foeniculum vulgare,no,established non-native,nb,13.716,Local non-specific dispersal,2,92,3.28,No appendages,generative dispersule,transient,0
Turritis brassica,no,native,V,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Fragaria × ananassa,no,established non-native,nb,NA,Endozoochory,6,NA,NA,NA,NA,NA,NA
Fragaria moschata,no,native,V,0.5576,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,NA,NA
Fragaria vesca,no,native,*,173.392242222222,Endozoochory,6,76.5,2.74,No appendages,generative dispersule,transient,0.24074074074074073
Fragaria viridis,no,native,*,0.3845625,Endozoochory,6,NA,3.069,No appendages,generative dispersule,transient,0.23076923076923078
Frangula alnus,no,native,*,189.243047619047,Endozoochory,6,85,4.196363636363636,No appendages,generative dispersule,transient,0
Fraxinus excelsior,no,native,*,62.3315602777777,Anemochory,4,87,2.17,Flat appendages,generative dispersule,transient,0.011904761904761904
Fraxinus ornus,no,established non-native,nb,45.5738333333333,Anemochory,4,NA,NA,Flat appendages,generative dispersule,NA,NA
Fraxinus pennsylvanica,no,established non-native,nb,32.71,Anemochory,4,NA,1.62,Flat appendages,generative dispersule,NA,NA
Fritillaria meleagris,yes,established non-native,3,2.15056555555555,Local non-specific dispersal,1,70,1.4454545454545455,Flat appendages,generative dispersule,short-term persistent,0.5
Fumana procumbens,yes,native,2,2.79928,Local non-specific dispersal,1,100,3.8575,No appendages,generative dispersule,transient,0
Fumaria muralis,no,established non-native,nb,2.84689999999999,Myrmecochory,3,92,3.1,No appendages,generative dispersule,NA,NA
Fumaria officinalis,no,native,*,3.24734285714285,Myrmecochory,3,NA,3.9109090909090907,No appendages,generative dispersule,long-term persistent,0.5526315789473685
Fumaria parviflora,yes,native,2,2.1425,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Fumaria vaillantii,no,native,V,2.53245,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Fumaria rostellata,yes,native,3,NA,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Fumaria schleicheri,yes,native,3,1.9764,Myrmecochory,3,NA,NA,No appendages,generative dispersule,transient,0
Gagea fragifera,no,native,R,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Gagea lutea,no,native,*,3.03175,Myrmecochory,3,NA,NA,Flat appendages,generative dispersule,transient,0.25
Gagea minima,yes,native,3,NA,Myrmecochory,3,NA,NA,Nutrient containing structures,generative dispersule,transient,0
Gagea marchica,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gagea pratensis,no,native,*,NA,Myrmecochory,3,NA,NA,NA,NA,short-term persistent,0.25
Gagea spathacea,no,native,*,NA,Myrmecochory,3,NA,NA,NA,NA,transient,0
Gagea villosa,no,native,V,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Galanthus nivalis,no,native,V,6.64133333333333,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,NA,NA
Galega officinalis,no,established non-native,nb,7.81995555555555,Local non-specific dispersal,2,100,3.9054545454545457,No appendages,generative dispersule,transient,0
Lamium galeobdolon subsp. argentatum,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamium galeobdolon subsp. flavidum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamium galeobdolon subsp. galeobdolon,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamium galeobdolon subsp. montanum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeopsis angustifolia,no,native,*,1.66273333333333,Local non-specific dispersal,1,NA,2.8257000000000003,NA,NA,NA,NA
Galeopsis ladanum,yes,native,2,1.29999999999999,Local non-specific dispersal,2,100,2.3305,NA,NA,NA,NA
Galeopsis pubescens,no,native,*,3.9351,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Galeopsis segetum,no,native,V,1.6167,Local non-specific dispersal,1,NA,2.4705,NA,NA,NA,NA
Galeopsis speciosa,no,native,*,3.82593333333333,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,transient,0
Galeopsis bifida,no,native,*,3.56016190471429,Local non-specific dispersal,2,100,3.82,No appendages,generative dispersule,NA,NA
Galeopsis tetrahit,no,native,*,3.8815037037037,Local non-specific dispersal,2,78,3.6833333333333336,No appendages,generative dispersule,transient,0.32075471698113206
Galinsoga parviflora,no,established non-native,nb,0.236761904761904,Local non-specific dispersal,2,100,NA,Elongated appendages,generative dispersule,short-term persistent,0.7
Galinsoga quadriradiata,no,established non-native,nb,0.224828571428571,Local non-specific dispersal,2,100,NA,NA,NA,NA,NA
Galium aparine,no,native,*,9.42016222222222,Local non-specific dispersal,2,100,4.234615384615385,Elongated appendages,generative dispersule,transient,0.08771929824561403
Galium spurium,yes,native,3,2.61864,Local non-specific dispersal,2,NA,NA,Elongated appendages,generative dispersule,NA,NA
Galium boreale,no,native,V,0.656,Local non-specific dispersal,2,65,3.0618181818181816,Elongated appendages,generative dispersule,transient,0
Galium glaucum,no,native,V,1.33829999999999,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Galium megalospermum,no,native,*,0.5927,Epizoochory,6,NA,1.7933,NA,NA,NA,NA
Galium album,no,native,*,0.54565,Local non-specific dispersal,2,NA,3.17,No appendages,generative dispersule,transient,0.040697674418604654
Galium truniacum,no,native,R,0.903333,Epizoochory,6,NA,2.2584,NA,NA,NA,NA
Galium noricum,no,native,R,0.3908,Epizoochory,6,NA,NA,NA,NA,NA,NA
Galium odoratum,no,native,*,6.04045833333333,Local non-specific dispersal,1,NA,2.4,Elongated appendages,generative dispersule,transient,0.07894736842105263
Galium elongatum,no,native,*,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Galium palustre,no,native,*,1.02475,Local non-specific dispersal,2,NA,3.5841666666666665,No appendages,generative dispersule,transient,0.14367816091954022
Galium parisiense,yes,native,1,0.1869935446,Local non-specific dispersal,1,87,3.31,No appendages,generative dispersule,transient,0
Galium anisophyllon,no,native,*,0.48445,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Galium pumilum,no,native,V,0.3395,Local non-specific dispersal,2,NA,3.13,No appendages,generative dispersule,transient,0
Galium sterneri,no,native,R,0.455,Epizoochory,6,96,3.31,NA,NA,transient,0.16666666666666666
Galium valdepilosum,yes,native,2,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Galium rotundifolium,no,native,*,0.903466666666666,Local non-specific dispersal,1,NA,NA,Elongated appendages,generative dispersule,NA,NA
Galium saxatile,no,native,*,0.55124,Local non-specific dispersal,1,53,3.49,Elongated appendages,generative dispersule,transient,0.2375
Galium aristatum,no,native,*,0.82972,Epizoochory,6,NA,NA,No appendages,generative dispersule,NA,NA
Galium intermedium,yes,native,2,0.8376,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Galium sylvaticum,no,native,*,1.00199988888889,Local non-specific dispersal,2,NA,3.95,No appendages,generative dispersule,NA,NA
Galium tricornutum,yes,native,2,9.46999999999999,Local non-specific dispersal,2,NA,NA,Elongated appendages,generative dispersule,transient,0
Galium uliginosum,no,native,*,0.3465,Epizoochory,6,67,2.803181818181818,No appendages,generative dispersule,transient,0.17647058823529413
Galium verrucosum,no,established non-native,nb,15.488,Local non-specific dispersal,1,60,4.62,No appendages,generative dispersule,NA,NA
Galium verum,no,native,*,0.5272819444375,Local non-specific dispersal,2,92,3.0129166666666665,No appendages,generative dispersule,transient,0.019662921348314606
Galium verum subsp. wirtgenii,no,native,V,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genista anglica,yes,native,3,2.16193333333333,Local non-specific dispersal,2,100,NA,No appendages,generative dispersule,transient,0
Genista germanica,yes,native,3,2.1435,Local non-specific dispersal,2,NA,4.94,No appendages,generative dispersule,transient,0
Genista pilosa,no,native,V,2.41566666666666,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,transient,0
Genista sagittalis,no,native,V,2.41493333333333,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Genista tinctoria,no,native,V,3.55177695238095,Local non-specific dispersal,2,100,3.705625,No appendages,generative dispersule,transient,0
