taxon_name,threatened,native,rl_cat,seedmass,dispersal_mode,dispersal_distance,germination_freq_mean,termvel_mean,most_frequent_seed_str,most_frequent_diaspore_type,most_frequent_seedbank_type,mean_seedbank_index
Solidago canadensis,no,established non-native,nb,0.073866388888889,Anemochory,5,NA,0.3566666666666667,Elongated appendages,generative dispersule,transient,0.09375
Solidago gigantea,no,established non-native,nb,0.111999999999999,Anemochory,5,NA,0.575,Elongated appendages,generative dispersule,transient,0
Euthamia graminifolia,no,established non-native,nb,0.0353666666666666,Anemochory,5,NA,NA,NA,NA,NA,NA
Solidago virgaurea,no,native,*,0.526914287499999,Anemochory,3,95,0.6923076923076923,Elongated appendages,generative dispersule,transient,0.09615384615384616
Sonchus arvensis,no,native,*,0.560216666666666,Anemochory,5,100,0.6445833333333333,Elongated appendages,generative dispersule,short-term persistent,0.5
Sonchus asper,no,native,*,0.281311111121212,Anemochory,5,95,0.31166666666666665,Elongated appendages,generative dispersule,transient,0.3313953488372093
Sonchus oleraceus,no,native,*,0.336,Anemochory,5,100,0.4066666666666667,No appendages,germinule,short-term persistent,0.5
Sonchus palustris,no,native,*,0.5766,Anemochory,5,100,0.3433333333333333,Elongated appendages,generative dispersule,NA,NA
Sorbaria sorbifolia,no,established non-native,nb,50.3,Endozoochory,6,100,NA,NA,NA,NA,NA
Aria edulis,no,native,*,334.491611110833,Endozoochory,6,60,4.247272727272727,No appendages,generative dispersule,transient,0
Aria danubialis,yes,native,3,NA,Endozoochory,6,NA,NA,NA,NA,NA,NA
Aria collina,yes,native,3,NA,Endozoochory,6,NA,NA,NA,NA,NA,NA
Aria pannonica,yes,native,G,860.185,Endozoochory,6,NA,NA,NA,NA,NA,NA
Sorbus aucuparia,no,native,*,205.694081481481,Endozoochory,6,75,NA,No appendages,generative dispersule,transient,0.024390243902439025
Chamaemespilus alpina,no,native,*,NA,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Cormus domestica,yes,native,3,24.425,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Normeyera doerriana,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia gauckleri,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia harziana,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia hohenesteri,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia pulchra,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia schwarziana,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scandosorbus intermedia,no,native,R,304.9405,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,transient,0
Karpatiosorbus adeana,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus badensis,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus cordigastensis,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus hybrida,no,native,R,NA,Endozoochory,6,NA,NA,NA,NA,NA,NA
Karpatiosorbus eystettensis,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus fischeri,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus franconica,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus haesitans,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus herbipolitana,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus hoppeana,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia lonetalensis,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus meierottii,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus mergenthaleriana,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus meyeri,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus perlonga,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus puellarum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus ratisbonensis,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus schnizleiniana,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus schuwerkiorum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karpatiosorbus seyboldiana,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedlundia austriaca,no,native,R,NA,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Hedlundia mougeotii,no,native,R,NA,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Hedlundia pseudothuringiaca,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Majovskya algoviensis,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torminalis glaberrima,no,native,*,108.0094,Endozoochory,6,76,NA,No appendages,generative dispersule,NA,NA
Sparganium angustifolium,yes,native,2,2.3638,Endozoochory,6,NA,NA,Balloon structures,generative dispersule,NA,NA
Sparganium emersum,no,native,*,8.71891666666666,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Sparganium erectum,no,native,*,17.211239,Endozoochory,6,NA,3.86,Elongated appendages,generative dispersule,transient,0
Sparganium natans,yes,native,2,2.231,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Sporobolus anglicus,no,established non-native,nb,9.03,Local non-specific dispersal,2,NA,NA,Balloon structures,generative dispersule,transient,0.05555555555555555
Sporobolus × townsendii,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spergula arvensis,no,native,*,0.393812121212121,Local non-specific dispersal,1,94,3.15,Flat appendages,generative dispersule,long-term persistent,0.6826923076923077
Spergula morisonii,no,native,V,0.1619,Local non-specific dispersal,1,NA,1.2427272727272727,Flat appendages,generative dispersule,transient,0.16666666666666666
Spergula pentandra,yes,native,2,0.142811111111111,Local non-specific dispersal,1,NA,NA,Flat appendages,germinule,transient,0
Spergularia echinosperma,no,native,*,0.0136666666666667,Local non-specific dispersal,1,NA,0.9457142857142857,No appendages,generative dispersule,NA,NA
Spergularia marina,no,native,*,0.0616071428571428,Local non-specific dispersal,1,100,1.3554545454545455,Flat appendages,generative dispersule,short-term persistent,0.39473684210526316
Spergularia media,no,native,*,0.0895776666666666,Local non-specific dispersal,1,94.5,1.4834782608695651,NA,NA,short-term persistent,0.4230769230769231
Spergularia rubra,no,native,*,0.0442045454545454,Local non-specific dispersal,1,86,1.1733333333333333,No appendages,generative dispersule,short-term persistent,0.5294117647058824
Spergula segetalis,yes,native,0,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Spiraea alba,no,established non-native,nb,0.45,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Spiraea × billardii,no,established non-native,nb,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Spiraea douglasii,no,established non-native,nb,0.13,Local non-specific dispersal,2,91,NA,NA,NA,short-term persistent,0.25
Spiraea salicifolia,no,established non-native,nb,0.08,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Spiraea tomentosa,no,established non-native,nb,0.41,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Spiranthes aestivalis,yes,native,2,0.0015551,Anemochory,5,NA,NA,Balloon structures,generative dispersule,NA,NA
Spiranthes spiralis,yes,native,2,0.002974,Anemochory,5,100,NA,Balloon structures,generative dispersule,transient,0
Spirobassia hirsuta,yes,native,2,NA,Local non-specific dispersal,NA,NA,NA,NA,NA,NA,NA
Spirodela polyrhiza,no,native,*,NA,Epizoochory,6,NA,NA,NA,NA,NA,NA
Stachys alpina,no,native,*,4.31535,Local non-specific dispersal,2,95,NA,No appendages,generative dispersule,NA,NA
Stachys annua,yes,native,2,1.03533333333333,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Stachys arvensis,yes,native,3,0.699108333333333,Local non-specific dispersal,1,87.5,NA,No appendages,generative dispersule,long-term persistent,0.6
Stachys germanica,yes,native,3,1.57363766666666,Local non-specific dispersal,2,100,NA,No appendages,generative dispersule,NA,NA
Stachys palustris,no,native,*,1.15329433333333,Local non-specific dispersal,2,83,3.82,NA,NA,transient,0.0425531914893617
Stachys recta,no,native,V,1.50868155555555,Local non-specific dispersal,2,100,3.72,No appendages,generative dispersule,transient,0.07692307692307693
Stachys sylvatica,no,native,*,1.444089,Local non-specific dispersal,2,70.83333333333333,3.865,No appendages,generative dispersule,transient,0.25
Staphylea pinnata,yes,native,3,385.933333333333,Endozoochory,6,NA,NA,No appendages,germinule,NA,NA
Stellaria alsine,no,native,*,0.0719625,Local non-specific dispersal,1,77.5,NA,NA,NA,NA,NA
Stellaria aquatica,no,native,*,0.222675,Local non-specific dispersal,2,100,2.35,No appendages,generative dispersule,transient,0
Stellaria crassifolia,yes,native,0,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Stellaria graminea,no,native,*,0.2793031111,Local non-specific dispersal,2,100,2.742608695652174,No appendages,generative dispersule,transient,0.17721518987341772
Rabelera holostea,no,native,*,NA,Local non-specific dispersal,NA,88,3.7866666666666666,No appendages,generative dispersule,transient,0.09523809523809523
Stellaria longifolia,yes,native,3,0.120799999999999,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Stellaria apetala,no,native,*,0.1146,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,NA,NA
Stellaria media,no,native,*,0.336955666666666,Local non-specific dispersal,1,97.5,2.953333333333333,No appendages,generative dispersule,short-term persistent,0.45300751879699247
Stellaria neglecta,no,native,*,0.726733333333333,Local non-specific dispersal,2,93,NA,NA,NA,NA,NA
Stellaria nemorum,no,native,*,0.284366666666666,Local non-specific dispersal,2,88,2.45,No appendages,generative dispersule,transient,0
Stellaria palustris,yes,native,3,0.48475,Local non-specific dispersal,2,NA,3.0485714285714285,No appendages,generative dispersule,transient,0.125
Stipa capillata,yes,native,3,8.40766666666666,Epizoochory,6,NA,2.5863636363636364,Elongated appendages,generative dispersule,transient,0
Stipa borysthenica,yes,native,2,NA,Epizoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Stipa dasyphylla,yes,native,1,19.1404,Epizoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Stipa pennata subsp. pennata,yes,native,2,NA,Epizoochory,6,NA,NA,NA,NA,transient,0
Stipa pennata,yes,native,3,35.2344445,Epizoochory,6,NA,0.84,Elongated appendages,generative dispersule,NA,NA
Stipa pulcherrima,yes,native,2,25.376,Epizoochory,6,NA,1.8163636363636364,Elongated appendages,generative dispersule,transient,0
Stipa tirsa,yes,native,2,14.6546,Epizoochory,6,NA,NA,Elongated appendages,germinule,NA,NA
Stratiotes aloides,yes,native,3,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Streptopus amplexifolius,no,native,*,167.894269650166,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,NA,NA
Suaeda maritima,no,native,*,0.7996,Epizoochory,6,100,3.180625,Other specialisation,germinule,short-term persistent,0.2833333333333333
Subularia aquatica,yes,native,0,0.1214,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Succisa pratensis,no,native,V,1.689060101,Local non-specific dispersal,2,90,2.5252,Elongated appendages,generative dispersule,transient,0.08181818181818182
Succisella inflexa,yes,native,1,1.67695555555555,Local non-specific dispersal,2,NA,2.7914285714285714,Balloon structures,generative dispersule,NA,NA
Swertia perennis,yes,native,2,0.322381,Local non-specific dispersal,2,NA,1.763,Flat appendages,generative dispersule,NA,NA
Symphoricarpos albus,no,established non-native,nb,6.985335,Endozoochory,6,NA,NA,No appendages,generative dispersule,transient,0
Symphyotrichum laeve,no,established non-native,nb,0.5097,Anemochory,5,NA,NA,NA,NA,NA,NA
Symphyotrichum × versicolor,no,established non-native,nb,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Symphyotrichum lanceolatum,no,established non-native,nb,0.45,Anemochory,5,NA,NA,NA,NA,NA,NA
Symphyotrichum expansum,no,established non-native,nb,0.15635,Anemochory,5,NA,NA,NA,NA,NA,NA
Symphyotrichum novae-angliae,no,established non-native,nb,0.434,Anemochory,5,72.5,NA,NA,NA,NA,NA
Symphyotrichum novi-belgii,no,established non-native,nb,0.393933333333333,Anemochory,5,NA,NA,NA,NA,NA,NA
Symphyotrichum × salignum,no,established non-native,nb,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Symphytum × uplandicum,no,established non-native,nb,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Symphytum bulbosum,no,established non-native,nb,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Symphytum officinale subsp. bohemicum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphytum officinale,no,native,*,9.31773333333333,Myrmecochory,3,95,4.52,No appendages,generative dispersule,transient,0
Symphytum tuberosum,no,native,*,3853.36464285,Myrmecochory,3,NA,4.35,NA,NA,transient,0
Syringa vulgaris,no,established non-native,nb,5.49,Anemochory,4,86.5,2.67,Flat appendages,generative dispersule,NA,NA
Tanacetum corymbosum,no,native,V,0.467466666666666,Local non-specific dispersal,2,NA,1.83,NA,NA,transient,0
Tanacetum macrophyllum,no,established non-native,nb,0.299699999999999,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Tanacetum parthenium,no,established non-native,nb,0.104514285714285,Local non-specific dispersal,2,96,NA,NA,NA,transient,0
Tanacetum vulgare,no,native,*,0.209907999999999,Local non-specific dispersal,2,93.9,2.33,No appendages,generative dispersule,transient,0.12
Taraxacum adamii,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum duplidentifrons,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum excellens,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum gelertii,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum albulense,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum cordatifolium,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum grandiflorum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum krameriense,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ooststroomii,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum podlechianum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum polycercum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum petiolulatum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum schmidianum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum venustum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum vernelense,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum bracteatum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hygrophilum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum nordstedtii,yes,native,3,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum prionum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum reichlingii,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum cucullatum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum tiroliense,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum bellicum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum brachyglossum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum danubium,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum discretum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum disseminatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum divulsum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum fulvum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum lacistophyllum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum laetum,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum limbatum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum magnolevigatum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum maricum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum multiglossum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum parnassicum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum parvilobum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum penelobum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum plumbeum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum proximum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum rubicundum,no,native,V,0.316,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum erythrospermum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum taeniatum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum tanyolobum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum tenuilobum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum tortilobum,no,native,V,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum absurdum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum aurantellum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum fontanicola,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum pohlii,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum atactum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum boekmanii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum brabanticum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ericinoides,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum fusciflorum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hamatiforme,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum hamatulum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hamatum,no,native,*,0.6904,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum hamiferum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum kernianum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum lamprophyllum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum lancidens,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum marklundii,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum polyhamatum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pruinatum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum spiculatum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum subditivum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum subhamatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum litorale,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum euryphyllum,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum lentiginosum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum maculigerum,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum obliquum,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum platyglossum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ancoriferum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum austrinum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum balticiforme,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum balticum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum bavaricum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum brandenburgicum,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum dentatum,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum frisicum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum gelricum,yes,native,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum geminidentatum,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum germanicum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum heleocharis,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hollandicum,yes,native,3,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum irrigatum,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum madidum,yes,native,3,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum memorabile,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum multilepis,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum neoaellenii,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum palustre,yes,native,2,NA,NA,NA,75,NA,NA,NA,NA,NA
Taraxacum paucilobum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum pauckertianum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pollichii,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum spuriosulum,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum trilobifolium,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum turfosum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum udum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum vindobonense,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum schroeterianum,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum aberrans,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum acervatulum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum acroglossum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum acrolobum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum aequilobum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum alatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum amaurolepis,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum amplum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ancistrolobum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum angustisquameum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum atricapillum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum atrox,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum baeckiiforme,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum borgvallii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum breitfeldii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum caloschistum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum caninum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum canoviride,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum capillosum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum collarispinulosum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum contractum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum cordatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum crassum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum croceiflorum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum cyanolepis,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum debrayi,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum delectum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum deltoidifrons,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum diastematicum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ekmanii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum elegantius,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum exacutum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum expallidiforme,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum exsertiforme,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum exsertum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum fasciatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum freticola,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum gentile,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum gustavianum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum guttigestans,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum haematicum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum heikkinenii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hemicyclum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hempelianum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum hepaticum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum horridifrons,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum huelphersianum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum infuscatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ingens,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum interveniens,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum laticordatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum leptoscelum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
